indicator_id,indicator_number,domain,direction,anchor,sign,delta_value,year,baseline_adri,perturbed_adri,delta_adri,abs_delta_adri
prime_age_epop,7,Prosperity,1,anchor_high,plus,1.2,2016,38.11,37.7,-0.41,0.41
prime_age_epop,7,Prosperity,1,anchor_high,plus,1.2,2017,37.96,37.53,-0.43,0.43
prime_age_epop,7,Prosperity,1,anchor_high,plus,1.2,2018,39.78,39.31,-0.47,0.47
prime_age_epop,7,Prosperity,1,anchor_high,plus,1.2,2019,42.06,41.56,-0.5,0.5
prime_age_epop,7,Prosperity,1,anchor_high,plus,1.2,2020,42.03,41.73,-0.3,0.3
prime_age_epop,7,Prosperity,1,anchor_high,plus,1.2,2021,42.36,41.94,-0.42,0.42
prime_age_epop,7,Prosperity,1,anchor_high,plus,1.2,2022,38.63,38.12,-0.51,0.51
prime_age_epop,7,Prosperity,1,anchor_high,plus,1.2,2023,42.06,41.52,-0.54,0.54
prime_age_epop,7,Prosperity,1,anchor_high,plus,1.2,2024,44.16,43.61,-0.55,0.55
prime_age_epop,7,Prosperity,1,anchor_high,minus,-1.2,2010,35.45,35.74,0.29,0.29
prime_age_epop,7,Prosperity,1,anchor_high,minus,-1.2,2011,35.42,35.73,0.31,0.31
prime_age_epop,7,Prosperity,1,anchor_high,minus,-1.2,2012,36.95,37.47,0.52,0.52
prime_age_epop,7,Prosperity,1,anchor_high,minus,-1.2,2013,35.54,35.91,0.37,0.37
prime_age_epop,7,Prosperity,1,anchor_high,minus,-1.2,2014,36.62,37.03,0.41,0.41
prime_age_epop,7,Prosperity,1,anchor_high,minus,-1.2,2015,36.78,37.23,0.45,0.45
prime_age_epop,7,Prosperity,1,anchor_high,minus,-1.2,2016,38.11,38.6,0.49,0.49
prime_age_epop,7,Prosperity,1,anchor_high,minus,-1.2,2017,37.96,38.49,0.53,0.53
prime_age_epop,7,Prosperity,1,anchor_high,minus,-1.2,2018,39.78,40.35,0.57,0.57
prime_age_epop,7,Prosperity,1,anchor_high,minus,-1.2,2019,42.06,42.68,0.62,0.62
prime_age_epop,7,Prosperity,1,anchor_high,minus,-1.2,2020,42.03,42.39,0.36,0.36
prime_age_epop,7,Prosperity,1,anchor_high,minus,-1.2,2021,42.36,42.87,0.51,0.51
prime_age_epop,7,Prosperity,1,anchor_high,minus,-1.2,2022,38.63,39.24,0.61,0.61
prime_age_epop,7,Prosperity,1,anchor_high,minus,-1.2,2023,42.06,42.72,0.66,0.66
prime_age_epop,7,Prosperity,1,anchor_high,minus,-1.2,2024,44.16,44.77,0.61,0.61
gini_household_income,8,Opportunity,-1,anchor_low,plus,0.015,2010,35.45,35.78,0.33,0.33
gini_household_income,8,Opportunity,-1,anchor_low,plus,0.015,2011,35.42,35.73,0.31,0.31
gini_household_income,8,Opportunity,-1,anchor_low,plus,0.015,2012,36.95,37.21,0.26,0.26
gini_household_income,8,Opportunity,-1,anchor_low,plus,0.015,2013,35.54,35.75,0.21,0.21
gini_household_income,8,Opportunity,-1,anchor_low,plus,0.015,2014,36.62,36.84,0.22,0.22
gini_household_income,8,Opportunity,-1,anchor_low,plus,0.015,2015,36.78,37.01,0.23,0.23
gini_household_income,8,Opportunity,-1,anchor_low,plus,0.015,2016,38.11,38.32,0.21,0.21
gini_household_income,8,Opportunity,-1,anchor_low,plus,0.015,2017,37.96,38.17,0.21,0.21
gini_household_income,8,Opportunity,-1,anchor_low,plus,0.015,2018,39.78,39.94,0.16,0.16
gini_household_income,8,Opportunity,-1,anchor_low,plus,0.015,2019,42.06,42.24,0.18,0.18
gini_household_income,8,Opportunity,-1,anchor_low,plus,0.015,2020,42.03,42.2,0.17,0.17
gini_household_income,8,Opportunity,-1,anchor_low,plus,0.015,2021,42.36,42.58,0.22,0.22
gini_household_income,8,Opportunity,-1,anchor_low,plus,0.015,2022,38.63,38.76,0.13,0.13
gini_household_income,8,Opportunity,-1,anchor_low,plus,0.015,2023,42.06,42.27,0.21,0.21
gini_household_income,8,Opportunity,-1,anchor_low,plus,0.015,2024,44.16,44.37,0.21,0.21
gini_household_income,8,Opportunity,-1,anchor_low,minus,-0.015,2010,35.45,35.17,-0.28,0.28
gini_household_income,8,Opportunity,-1,anchor_low,minus,-0.015,2011,35.42,35.16,-0.26,0.26
gini_household_income,8,Opportunity,-1,anchor_low,minus,-0.015,2012,36.95,36.73,-0.22,0.22
gini_household_income,8,Opportunity,-1,anchor_low,minus,-0.015,2013,35.54,35.36,-0.18,0.18
gini_household_income,8,Opportunity,-1,anchor_low,minus,-0.015,2014,36.62,36.44,-0.18,0.18
gini_household_income,8,Opportunity,-1,anchor_low,minus,-0.015,2015,36.78,36.59,-0.19,0.19
gini_household_income,8,Opportunity,-1,anchor_low,minus,-0.015,2016,38.11,37.93,-0.18,0.18
gini_household_income,8,Opportunity,-1,anchor_low,minus,-0.015,2017,37.96,37.8,-0.16,0.16
gini_household_income,8,Opportunity,-1,anchor_low,minus,-0.015,2018,39.78,39.64,-0.14,0.14
gini_household_income,8,Opportunity,-1,anchor_low,minus,-0.015,2019,42.06,41.91,-0.15,0.15
gini_household_income,8,Opportunity,-1,anchor_low,minus,-0.015,2020,42.03,41.88,-0.15,0.15
gini_household_income,8,Opportunity,-1,anchor_low,minus,-0.015,2021,42.36,42.18,-0.18,0.18
gini_household_income,8,Opportunity,-1,anchor_low,minus,-0.015,2022,38.63,38.52,-0.11,0.11
gini_household_income,8,Opportunity,-1,anchor_low,minus,-0.015,2023,42.06,41.88,-0.18,0.18
gini_household_income,8,Opportunity,-1,anchor_low,minus,-0.015,2024,44.16,43.99,-0.17,0.17
gini_household_income,8,Opportunity,-1,anchor_high,plus,0.015,2010,35.45,36.53,1.08,1.08
gini_household_income,8,Opportunity,-1,anchor_high,plus,0.015,2011,35.42,36.52,1.1,1.1
gini_household_income,8,Opportunity,-1,anchor_high,plus,0.015,2012,36.95,38.09,1.14,1.14
gini_household_income,8,Opportunity,-1,anchor_high,plus,0.015,2013,35.54,36.72,1.18,1.18
gini_household_income,8,Opportunity,-1,anchor_high,plus,0.015,2014,36.62,37.81,1.19,1.19
gini_household_income,8,Opportunity,-1,anchor_high,plus,0.015,2015,36.78,37.96,1.18,1.18
gini_household_income,8,Opportunity,-1,anchor_high,plus,0.015,2016,38.11,39.3,1.19,1.19
gini_household_income,8,Opportunity,-1,anchor_high,plus,0.015,2017,37.96,39.16,1.2,1.2
gini_household_income,8,Opportunity,-1,anchor_high,plus,0.015,2018,39.78,41.01,1.23,1.23
gini_household_income,8,Opportunity,-1,anchor_high,plus,0.015,2019,42.06,43.28,1.22,1.22
gini_household_income,8,Opportunity,-1,anchor_high,plus,0.015,2020,42.03,43.24,1.21,1.21
gini_household_income,8,Opportunity,-1,anchor_high,plus,0.015,2021,42.36,43.54,1.18,1.18
gini_household_income,8,Opportunity,-1,anchor_high,plus,0.015,2022,38.63,39.88,1.25,1.25
gini_household_income,8,Opportunity,-1,anchor_high,plus,0.015,2023,42.06,43.25,1.19,1.19
gini_household_income,8,Opportunity,-1,anchor_high,plus,0.015,2024,44.16,45.35,1.19,1.19
gini_household_income,8,Opportunity,-1,anchor_high,minus,-0.015,2010,35.45,34.12,-1.33,1.33
gini_household_income,8,Opportunity,-1,anchor_high,minus,-0.015,2011,35.42,34.06,-1.36,1.36
gini_household_income,8,Opportunity,-1,anchor_high,minus,-0.015,2012,36.95,35.54,-1.41,1.41
gini_household_income,8,Opportunity,-1,anchor_high,minus,-0.015,2013,35.54,34.08,-1.46,1.46
gini_household_income,8,Opportunity,-1,anchor_high,minus,-0.015,2014,36.62,35.17,-1.45,1.45
gini_household_income,8,Opportunity,-1,anchor_high,minus,-0.015,2015,36.78,35.34,-1.44,1.44
gini_household_income,8,Opportunity,-1,anchor_high,minus,-0.015,2016,38.11,36.66,-1.45,1.45
gini_household_income,8,Opportunity,-1,anchor_high,minus,-0.015,2017,37.96,36.5,-1.46,1.46
gini_household_income,8,Opportunity,-1,anchor_high,minus,-0.015,2018,39.78,38.32,-1.46,1.46
gini_household_income,8,Opportunity,-1,anchor_high,minus,-0.015,2019,42.06,40.57,-1.49,1.49
gini_household_income,8,Opportunity,-1,anchor_high,minus,-0.015,2020,42.03,40.54,-1.49,1.49
gini_household_income,8,Opportunity,-1,anchor_high,minus,-0.015,2021,42.36,40.91,-1.45,1.45
gini_household_income,8,Opportunity,-1,anchor_high,minus,-0.015,2022,38.63,37.42,-1.21,1.21
gini_household_income,8,Opportunity,-1,anchor_high,minus,-0.015,2023,42.06,40.61,-1.45,1.45
gini_household_income,8,Opportunity,-1,anchor_high,minus,-0.015,2024,44.16,42.71,-1.45,1.45
vep_turnout,9,Civic,1,anchor_low,plus,2.5,2010,35.45,34.85,-0.6,0.6
vep_turnout,9,Civic,1,anchor_low,plus,2.5,2011,35.42,34.82,-0.6,0.6
vep_turnout,9,Civic,1,anchor_low,plus,2.5,2012,36.95,36.22,-0.73,0.73
vep_turnout,9,Civic,1,anchor_low,plus,2.5,2013,35.54,34.81,-0.73,0.73
vep_turnout,9,Civic,1,anchor_low,plus,2.5,2014,36.62,35.89,-0.73,0.73
vep_turnout,9,Civic,1,anchor_low,plus,2.5,2015,36.78,36.05,-0.73,0.73
vep_turnout,9,Civic,1,anchor_low,plus,2.5,2016,38.11,37.45,-0.66,0.66
vep_turnout,9,Civic,1,anchor_low,plus,2.5,2017,37.96,37.3,-0.66,0.66
vep_turnout,9,Civic,1,anchor_low,plus,2.5,2018,39.78,39.11,-0.67,0.67
vep_turnout,9,Civic,1,anchor_low,plus,2.5,2019,42.06,41.4,-0.66,0.66
vep_turnout,9,Civic,1,anchor_low,plus,2.5,2020,42.03,41.65,-0.38,0.38
vep_turnout,9,Civic,1,anchor_low,plus,2.5,2021,42.36,41.99,-0.37,0.37
vep_turnout,9,Civic,1,anchor_low,plus,2.5,2022,38.63,38.25,-0.38,0.38
vep_turnout,9,Civic,1,anchor_low,plus,2.5,2023,42.06,41.69,-0.37,0.37
vep_turnout,9,Civic,1,anchor_low,plus,2.5,2024,44.16,43.67,-0.49,0.49
vep_turnout,9,Civic,1,anchor_low,minus,-2.5,2010,35.45,35.93,0.48,0.48
vep_turnout,9,Civic,1,anchor_low,minus,-2.5,2011,35.42,35.9,0.48,0.48
vep_turnout,9,Civic,1,anchor_low,minus,-2.5,2012,36.95,37.54,0.59,0.59
vep_turnout,9,Civic,1,anchor_low,minus,-2.5,2013,35.54,36.13,0.59,0.59
vep_turnout,9,Civic,1,anchor_low,minus,-2.5,2014,36.62,37.22,0.6,0.6
vep_turnout,9,Civic,1,anchor_low,minus,-2.5,2015,36.78,37.38,0.6,0.6
vep_turnout,9,Civic,1,anchor_low,minus,-2.5,2016,38.11,38.65,0.54,0.54
vep_turnout,9,Civic,1,anchor_low,minus,-2.5,2017,37.96,38.51,0.55,0.55
vep_turnout,9,Civic,1,anchor_low,minus,-2.5,2018,39.78,40.32,0.54,0.54
vep_turnout,9,Civic,1,anchor_low,minus,-2.5,2019,42.06,42.6,0.54,0.54
vep_turnout,9,Civic,1,anchor_low,minus,-2.5,2020,42.03,42.33,0.3,0.3
vep_turnout,9,Civic,1,anchor_low,minus,-2.5,2021,42.36,42.66,0.3,0.3
vep_turnout,9,Civic,1,anchor_low,minus,-2.5,2022,38.63,38.93,0.3,0.3
vep_turnout,9,Civic,1,anchor_low,minus,-2.5,2023,42.06,42.36,0.3,0.3
vep_turnout,9,Civic,1,anchor_low,minus,-2.5,2024,44.16,44.57,0.41,0.41
vep_turnout,9,Civic,1,anchor_high,plus,2.5,2010,35.45,35.02,-0.43,0.43
vep_turnout,9,Civic,1,anchor_high,plus,2.5,2011,35.42,34.99,-0.43,0.43
vep_turnout,9,Civic,1,anchor_high,plus,2.5,2012,36.95,36.63,-0.32,0.32
vep_turnout,9,Civic,1,anchor_high,plus,2.5,2013,35.54,35.22,-0.32,0.32
vep_turnout,9,Civic,1,anchor_high,plus,2.5,2014,36.62,36.31,-0.31,0.31
vep_turnout,9,Civic,1,anchor_high,plus,2.5,2015,36.78,36.47,-0.31,0.31
vep_turnout,9,Civic,1,anchor_high,plus,2.5,2016,38.11,37.74,-0.37,0.37
vep_turnout,9,Civic,1,anchor_high,plus,2.5,2017,37.96,37.6,-0.36,0.36
vep_turnout,9,Civic,1,anchor_high,plus,2.5,2018,39.78,39.41,-0.37,0.37
vep_turnout,9,Civic,1,anchor_high,plus,2.5,2019,42.06,41.69,-0.37,0.37
vep_turnout,9,Civic,1,anchor_high,plus,2.5,2020,42.03,41.42,-0.61,0.61
vep_turnout,9,Civic,1,anchor_high,plus,2.5,2021,42.36,41.76,-0.6,0.6
vep_turnout,9,Civic,1,anchor_high,plus,2.5,2022,38.63,38.02,-0.61,0.61
vep_turnout,9,Civic,1,anchor_high,plus,2.5,2023,42.06,41.46,-0.6,0.6
vep_turnout,9,Civic,1,anchor_high,plus,2.5,2024,44.16,43.66,-0.5,0.5
vep_turnout,9,Civic,1,anchor_high,minus,-2.5,2010,35.45,35.96,0.51,0.51
vep_turnout,9,Civic,1,anchor_high,minus,-2.5,2011,35.42,35.93,0.51,0.51
vep_turnout,9,Civic,1,anchor_high,minus,-2.5,2012,36.95,37.33,0.38,0.38
vep_turnout,9,Civic,1,anchor_high,minus,-2.5,2013,35.54,35.92,0.38,0.38
vep_turnout,9,Civic,1,anchor_high,minus,-2.5,2014,36.62,37.0,0.38,0.38
vep_turnout,9,Civic,1,anchor_high,minus,-2.5,2015,36.78,37.16,0.38,0.38
vep_turnout,9,Civic,1,anchor_high,minus,-2.5,2016,38.11,38.56,0.45,0.45
vep_turnout,9,Civic,1,anchor_high,minus,-2.5,2017,37.96,38.41,0.45,0.45
vep_turnout,9,Civic,1,anchor_high,minus,-2.5,2018,39.78,40.23,0.45,0.45
vep_turnout,9,Civic,1,anchor_high,minus,-2.5,2019,42.06,42.51,0.45,0.45
vep_turnout,9,Civic,1,anchor_high,minus,-2.5,2020,42.03,42.76,0.73,0.73
vep_turnout,9,Civic,1,anchor_high,minus,-2.5,2021,42.36,43.1,0.74,0.74
vep_turnout,9,Civic,1,anchor_high,minus,-2.5,2022,38.63,39.36,0.73,0.73
vep_turnout,9,Civic,1,anchor_high,minus,-2.5,2023,42.06,42.8,0.74,0.74
vep_turnout,9,Civic,1,anchor_high,minus,-2.5,2024,44.16,44.78,0.62,0.62
incarceration_rate_per_100k,10,Safety,-1,anchor_low,plus,60.0,2010,35.45,35.5,0.05,0.05
incarceration_rate_per_100k,10,Safety,-1,anchor_low,plus,60.0,2011,35.42,35.47,0.05,0.05
incarceration_rate_per_100k,10,Safety,-1,anchor_low,plus,60.0,2012,36.95,37.07,0.12,0.12
incarceration_rate_per_100k,10,Safety,-1,anchor_low,plus,60.0,2013,35.54,35.65,0.11,0.11
incarceration_rate_per_100k,10,Safety,-1,anchor_low,plus,60.0,2014,36.62,36.79,0.17,0.17
incarceration_rate_per_100k,10,Safety,-1,anchor_low,plus,60.0,2015,36.78,36.95,0.17,0.17
incarceration_rate_per_100k,10,Safety,-1,anchor_low,plus,60.0,2016,38.11,38.36,0.25,0.25
incarceration_rate_per_100k,10,Safety,-1,anchor_low,plus,60.0,2017,37.96,38.21,0.25,0.25
incarceration_rate_per_100k,10,Safety,-1,anchor_low,plus,60.0,2018,39.78,40.09,0.31,0.31
incarceration_rate_per_100k,10,Safety,-1,anchor_low,plus,60.0,2019,42.06,42.41,0.35,0.35
incarceration_rate_per_100k,10,Safety,-1,anchor_low,plus,60.0,2020,42.03,42.66,0.63,0.63
incarceration_rate_per_100k,10,Safety,-1,anchor_low,plus,60.0,2021,42.36,43.04,0.68,0.68
incarceration_rate_per_100k,10,Safety,-1,anchor_low,plus,60.0,2022,38.63,39.21,0.58,0.58
incarceration_rate_per_100k,10,Safety,-1,anchor_low,plus,60.0,2023,42.06,42.6,0.54,0.54
incarceration_rate_per_100k,10,Safety,-1,anchor_low,plus,60.0,2024,44.16,44.7,0.54,0.54
incarceration_rate_per_100k,10,Safety,-1,anchor_low,minus,-60.0,2010,35.45,35.4,-0.05,0.05
incarceration_rate_per_100k,10,Safety,-1,anchor_low,minus,-60.0,2011,35.42,35.37,-0.05,0.05
incarceration_rate_per_100k,10,Safety,-1,anchor_low,minus,-60.0,2012,36.95,36.85,-0.1,0.1
incarceration_rate_per_100k,10,Safety,-1,anchor_low,minus,-60.0,2013,35.54,35.44,-0.1,0.1
incarceration_rate_per_100k,10,Safety,-1,anchor_low,minus,-60.0,2014,36.62,36.48,-0.14,0.14
incarceration_rate_per_100k,10,Safety,-1,anchor_low,minus,-60.0,2015,36.78,36.64,-0.14,0.14
incarceration_rate_per_100k,10,Safety,-1,anchor_low,minus,-60.0,2016,38.11,37.9,-0.21,0.21
incarceration_rate_per_100k,10,Safety,-1,anchor_low,minus,-60.0,2017,37.96,37.76,-0.2,0.2
incarceration_rate_per_100k,10,Safety,-1,anchor_low,minus,-60.0,2018,39.78,39.52,-0.26,0.26
incarceration_rate_per_100k,10,Safety,-1,anchor_low,minus,-60.0,2019,42.06,41.78,-0.28,0.28
incarceration_rate_per_100k,10,Safety,-1,anchor_low,minus,-60.0,2020,42.03,41.51,-0.52,0.52
incarceration_rate_per_100k,10,Safety,-1,anchor_low,minus,-60.0,2021,42.36,41.8,-0.56,0.56
incarceration_rate_per_100k,10,Safety,-1,anchor_low,minus,-60.0,2022,38.63,38.15,-0.48,0.48
incarceration_rate_per_100k,10,Safety,-1,anchor_low,minus,-60.0,2023,42.06,41.62,-0.44,0.44
incarceration_rate_per_100k,10,Safety,-1,anchor_low,minus,-60.0,2024,44.16,43.72,-0.44,0.44
incarceration_rate_per_100k,10,Safety,-1,anchor_high,plus,60.0,2010,35.45,36.76,1.31,1.31
incarceration_rate_per_100k,10,Safety,-1,anchor_high,plus,60.0,2011,35.42,36.73,1.31,1.31
incarceration_rate_per_100k,10,Safety,-1,anchor_high,plus,60.0,2012,36.95,38.21,1.26,1.26
incarceration_rate_per_100k,10,Safety,-1,anchor_high,plus,60.0,2013,35.54,36.8,1.26,1.26
incarceration_rate_per_100k,10,Safety,-1,anchor_high,plus,60.0,2014,36.62,37.85,1.23,1.23
incarceration_rate_per_100k,10,Safety,-1,anchor_high,plus,60.0,2015,36.78,38.01,1.23,1.23
incarceration_rate_per_100k,10,Safety,-1,anchor_high,plus,60.0,2016,38.11,39.27,1.16,1.16
incarceration_rate_per_100k,10,Safety,-1,anchor_high,plus,60.0,2017,37.96,39.12,1.16,1.16
incarceration_rate_per_100k,10,Safety,-1,anchor_high,plus,60.0,2018,39.78,40.88,1.1,1.1
incarceration_rate_per_100k,10,Safety,-1,anchor_high,plus,60.0,2019,42.06,43.14,1.08,1.08
incarceration_rate_per_100k,10,Safety,-1,anchor_high,plus,60.0,2020,42.03,42.87,0.84,0.84
incarceration_rate_per_100k,10,Safety,-1,anchor_high,plus,60.0,2021,42.36,43.17,0.81,0.81
incarceration_rate_per_100k,10,Safety,-1,anchor_high,plus,60.0,2022,38.63,39.51,0.88,0.88
incarceration_rate_per_100k,10,Safety,-1,anchor_high,plus,60.0,2023,42.06,42.98,0.92,0.92
incarceration_rate_per_100k,10,Safety,-1,anchor_high,plus,60.0,2024,44.16,45.08,0.92,0.92
incarceration_rate_per_100k,10,Safety,-1,anchor_high,minus,-60.0,2010,35.45,34.95,-0.5,0.5
incarceration_rate_per_100k,10,Safety,-1,anchor_high,minus,-60.0,2011,35.42,34.92,-0.5,0.5
incarceration_rate_per_100k,10,Safety,-1,anchor_high,minus,-60.0,2012,36.95,35.87,-1.08,1.08
incarceration_rate_per_100k,10,Safety,-1,anchor_high,minus,-60.0,2013,35.54,34.46,-1.08,1.08
incarceration_rate_per_100k,10,Safety,-1,anchor_high,minus,-60.0,2014,36.62,35.12,-1.5,1.5
incarceration_rate_per_100k,10,Safety,-1,anchor_high,minus,-60.0,2015,36.78,35.28,-1.5,1.5
incarceration_rate_per_100k,10,Safety,-1,anchor_high,minus,-60.0,2016,38.11,36.69,-1.42,1.42
incarceration_rate_per_100k,10,Safety,-1,anchor_high,minus,-60.0,2017,37.96,36.55,-1.41,1.41
incarceration_rate_per_100k,10,Safety,-1,anchor_high,minus,-60.0,2018,39.78,38.42,-1.36,1.36
incarceration_rate_per_100k,10,Safety,-1,anchor_high,minus,-60.0,2019,42.06,40.74,-1.32,1.32
incarceration_rate_per_100k,10,Safety,-1,anchor_high,minus,-60.0,2020,42.03,40.99,-1.04,1.04
incarceration_rate_per_100k,10,Safety,-1,anchor_high,minus,-60.0,2021,42.36,41.37,-0.99,0.99
incarceration_rate_per_100k,10,Safety,-1,anchor_high,minus,-60.0,2022,38.63,37.54,-1.09,1.09
incarceration_rate_per_100k,10,Safety,-1,anchor_high,minus,-60.0,2023,42.06,40.93,-1.13,1.13
incarceration_rate_per_100k,10,Safety,-1,anchor_high,minus,-60.0,2024,44.16,43.04,-1.12,1.12
